"","COU","YEAR","FOODTFAT.PROPERQT","FOODCALT.CALPERQT","FOODPROT.PROPERQT","FOODSUCR.KGPPERNB","FOODFRUI.KGPPERNB","FOODVEGE.FRVGFMTF","FOODVEGE.FRVGHOTH","FOODVEGE.FRVGTOTX","FOODFRUT.FRVGFMTF","FOODFRUT.FRVGHOTH","FOODFRUT.FRVGTOTX","ACOLALCT.LIPPERNB","TOBATBCT.GRPPERQT","TOBATBCT.NBPFUMNB","TOBATBCT.PDLSFMTF","TOBATBCT.PDLSHOTH","TOBATBCT.PDLSTOTX","TOBATBCT.YNGPPTPC","TOBATBCT.YNGPPHPH","TOBATBCT.YNGPPFPF","BODYOVSR.PERWOMTF","BODYOVSR.PERMANTH","BODYOVSR.TOTPOPTX","BODYOBSR.PERWOMTF","BODYOBSR.PERMANTH","BODYOBSR.TOTPOPTX","BODYVBSR.PERWOMTF","BODYVBSR.PERMANTH","BODYVBSR.TOTPOPTX","BODYOVMS.PERWOMTF","BODYOVMS.PERMANTH","BODYOVMS.TOTPOPTX","BODYOBMS.PERWOMTF","BODYOBMS.PERMANTH","BODYOBMS.TOTPOPTX","BODYVBMS.PERWOMTF","BODYVBMS.PERMANTH","BODYVBMS.TOTPOPTX","FOODVEGG.KGPPERNB","VAPEVAPY.VAPREGPF","VAPEVAPY.VAPREGPC","VAPEVAPY.VAPREGPH","VAPEVAPA.VAPREGPF","VAPEVAPA.VAPREGPC","VAPEVAPA.VAPREGPH","PHARMAEXP.PC_HEALTHXP","PHARMAEXP.PC_GDP","PHARMAEXP.USD_CAP","HRWKD.HR_WKD","MNTDISORDSHR.PC_POBL"
"59","CZE",2007,134.3,3261,95.1,34.7,70.2,NA,NA,NA,NA,NA,NA,12.1,2736,12.3,18.8,29.6,24,30.2,35.7,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.4,NA,NA,NA,NA,NA,NA,22.213,1.33,368.637,1775,11.95726452
"60","CZE",2008,137.7,3268,93.8,35,76.8,NA,NA,NA,NA,NA,NA,12.1,2455,12.5,18.8,24.9,21.8,31.1,31.9,30.4,28.9,45.2,36.8,18.3,18.4,18.3,47.2,63.6,55.1,28,41,34,21,23,22,49,64,56,77.6,NA,NA,NA,NA,NA,NA,20.906,1.323,381.104,1790,11.93918921
"61","CZE",2009,136.2,3276,92.6,38.9,75.8,NA,NA,NA,NA,NA,NA,12.1,2413,15.3,18,29.7,23.8,32.7,38.7,26.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,22.139,1.605,454.4,1779,11.93679917
"62","CZE",2010,137.7,3276,92.8,40.4,72,NA,NA,NA,NA,NA,NA,11.4,2367,14.7,16.5,29.3,22.8,27.8,36.8,18.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,40,34,21,21,21,49,61,55,70.5,NA,NA,NA,NA,NA,NA,20.418,1.404,408.956,1799,11.92209421
"63","CZE",2011,133.3,3251,90.8,41.3,68.6,NA,NA,NA,NA,NA,NA,11.5,2328,12.3,18.8,24.7,21.7,28.2,33.3,22.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,20.432,1.415,417.199,1805,11.91866606
"64","CZE",2012,137,3243,86.9,43.6,58.7,NA,NA,NA,NA,NA,NA,11.6,2284,14,19.6,26.3,22.9,33.2,37.1,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2,NA,NA,NA,NA,NA,NA,21.496,1.5,449.372,1776,11.89407704
"65","CZE",2013,137.1,3256,87.5,42.9,65.6,NA,NA,NA,NA,NA,NA,11.5,2238,10.9,17.4,27.2,22.2,29.8,37.1,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.2,NA,NA,NA,NA,NA,NA,18.135,1.4,444.047,1764,11.88927668
"66","CZE",2014,128.5,3197,87.4,56.3,50.5,48.1,34.2,41.4,56,36.9,46.8,11.9,2297,11.4,18.5,26.4,22.3,27,26.1,27.9,30,43.9,36.7,18.2,19.3,18.7,48.2,63.2,55.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.5,NA,NA,NA,NA,NA,NA,17.268,1.312,442.845,1774,11.89228053
"67","CZE",2015,125,3122,87.4,48.2,56.3,NA,NA,NA,NA,NA,NA,11.5,2373,11,14.8,21.8,18.2,24.5,26.7,22.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.9,NA,NA,NA,NA,NA,NA,17.457,1.256,444.263,1751,11.89107728
"68","CZE",2016,137.3,3239,88.6,46.7,54.6,NA,NA,NA,NA,NA,NA,11.7,2350,12.4,15.6,23.8,19.6,20.1,20.3,19.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,NA,NA,NA,NA,NA,NA,17.431,1.239,465.585,1774,11.88029338
"69","CZE",2017,140.9,3274,86.9,49.1,58.9,NA,NA,NA,NA,NA,NA,11.6,2345,12.3,14.5,22.6,18.4,21,21.2,20.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,14.9,12.2,9.6,4.5,5.2,5.9,16.984,1.213,488.004,1776,NA
"70","CZE",2018,145.6,3277,87,44.3,61.9,NA,NA,NA,NA,NA,NA,11.8,2367,12.1,17.9,24.5,21.1,18.9,18.6,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.7,6.1,7.5,8.8,3.3,4.6,5.9,16.033,1.206,508.948,1785,NA
"71","DNK",2005,137.5,3414,115.6,50.8,136.4,74,58.9,66.7,61.6,38.5,50.4,12.7,1225.5,13.5,24,28,26,NA,NA,NA,26.4,40.9,33.2,11.8,11,11.4,38.2,51.9,44.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.7,NA,NA,NA,NA,NA,NA,8.58,0.78,258.681,1451,13.69306162
"72","DNK",2006,130.9,3407,112.9,54,127,NA,NA,NA,NA,NA,NA,12.2,1256.8,NA,23,26,25,17,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6,NA,NA,NA,NA,NA,NA,8.718,0.799,286.531,1456,13.68858303
"73","DNK",2007,130.4,3445,110.6,62.7,111.1,NA,NA,NA,NA,NA,NA,12.1,1203.7,NA,21,28,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.2,NA,NA,NA,NA,NA,NA,8.886,0.829,316.445,1433,13.67401398
"74","DNK",2008,127.2,3326,109.3,53.5,111,NA,NA,NA,NA,NA,NA,10.9,1187,NA,22,24,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.1,NA,NA,NA,NA,NA,NA,8.328,0.792,314.596,1430,13.67166013
"75","DNK",2009,131.3,3340,103.9,52.4,122,NA,NA,NA,NA,NA,NA,10.1,1167.2,NA,17,22,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.9,NA,NA,NA,NA,NA,NA,7.613,0.813,306.281,1417,13.67109098
"76","DNK",2010,130.3,3398,110.4,53.6,100.5,54.7,39.2,47.1,76.1,56.5,66.4,10.3,1133.9,NA,19.3,22.7,20.9,17.5,19.4,15.6,26.3,40.5,33.3,13.1,13.7,13.4,39.4,54.3,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.8,NA,NA,NA,NA,NA,NA,8.096,0.837,337.108,1422,13.66031267
"77","DNK",2011,131.3,3348,106.4,53.3,98.7,NA,NA,NA,NA,NA,NA,10.5,1012.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.9,NA,NA,NA,NA,NA,NA,7.853,0.797,327.444,1437,13.64669847
"78","DNK",2012,134.1,3331,103.8,55.5,125.2,NA,NA,NA,NA,NA,NA,9.3,992.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109.3,NA,NA,NA,NA,NA,NA,7.415,0.759,319.973,1423,13.65654274
"79","DNK",2013,134.5,3367,108.9,55.5,121.6,53.4,38,45.8,70.2,52.9,61.7,9.4,1015.3,NA,15.5,18.6,17,14,15.2,12.8,26.7,40,33.3,14,14.3,14.2,40.7,54.3,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.3,NA,NA,NA,NA,NA,NA,6.925,0.704,308.551,1426,13.64428347
"80","DNK",2014,131.4,3355,108.7,54.8,58.9,53.6,34.3,44.1,62.2,43.6,53,9.5,836.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,14.1,14.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.5,NA,NA,NA,NA,NA,NA,6.849,0.697,310.697,1414,13.65031779
"81","DNK",2015,131.4,3342,109.6,54.9,58,NA,NA,NA,NA,NA,NA,9.3,832.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.4,NA,NA,NA,NA,NA,NA,6.771,0.692,316.421,1407,13.64105151
"82","DNK",2016,133.7,3368,114.3,54.9,56.9,NA,NA,NA,NA,NA,NA,9.4,818.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.4,NA,NA,NA,NA,NA,NA,6.606,0.67,320.374,1412,13.63843301
"83","DNK",2017,133.2,3397,115.6,55.3,59.6,NA,NA,NA,59.3,44.8,52.2,9.1,1017.4,15.1,15.4,18.5,16.9,15.6,17.1,14.2,27.8,40.6,34.2,16.6,17.1,16.8,44.4,57.7,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.4,1.3,2.7,4.2,2.1,2.5,2.9,6.329,0.635,321.734,1404,NA
"84","DNK",2018,138.2,3401,117.1,56.2,62.8,NA,NA,NA,NA,NA,NA,9.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.2,NA,NA,NA,NA,NA,NA,6.403,0.645,340.428,1381,NA
"85","FIN",2005,127.5,3201,106,34,94.3,45.4,29,37.9,34.8,18.5,27.3,10,761,14.7,18.2,26,21.8,19.9,20.4,19.5,26.6,44.8,35,13.5,14.9,14.1,40.1,59.7,49.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7,NA,NA,NA,NA,NA,NA,15.738,1.304,405.017,1613,14.8308368
"86","FIN",2006,129.1,3237,108.1,33.4,89.8,48,35.5,39.5,37.4,20.1,29.5,10.1,787,14.1,18.9,24.4,21.4,19.2,20.6,18,27.2,40.9,33.4,14.1,14.6,14.3,41.3,55.5,47.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.6,NA,NA,NA,NA,NA,NA,14.152,1.172,389.256,1608,14.8568641
"87","FIN",2007,131.7,3281,110.5,34.5,93.6,47.4,29.9,39.7,36.9,18.1,28.7,10.5,952,14.9,16.6,25.8,20.6,19.4,24.2,15.9,28.8,40.7,34,14,16,14.9,42.8,56.7,48.9,29.9,45.5,NA,19.2,18.6,NA,49.2,64,NA,79.1,NA,NA,NA,NA,NA,NA,14.171,1.146,425.597,1605,14.87131503
"88","FIN",2008,131.7,3236,111.8,29.9,87.7,46.8,34.7,41.6,37,22.8,30.9,10.3,1257,14.7,17.6,24,20.4,15.5,17.6,14.1,27.6,40.4,33.1,16,15.4,15.7,43.6,55.8,48.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,78,NA,NA,NA,NA,NA,NA,14.092,1.176,457.118,1601,14.89925725
"89","FIN",2009,131.1,3233,109.9,33.8,89.8,49.5,34.2,42.9,40.4,21.6,32.4,10,567,13.9,16,21.9,18.6,14,14.5,13.5,28.3,42.3,34.4,14,16.1,14.9,42.3,58.4,49.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.7,NA,NA,NA,NA,NA,NA,13.561,1.242,445.798,1580,14.91146741
"90","FIN",2010,134.4,3280,112.4,30.8,89.5,49.7,32,42,41.4,19.2,31.5,9.7,812,14.3,15.7,23.2,19,17.7,17.5,17.9,27.7,42.2,34.1,15.5,15.7,15.6,43.3,57.9,49.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,NA,NA,NA,NA,NA,NA,13.035,1.192,446.98,1585,14.93666863
"91","FIN",2011,138,3305,113.9,31.3,94.6,51.4,32.4,43.3,40,19.9,31.5,9.8,1221,14,14.8,21.9,17.8,13.2,11.5,14.3,27.7,42.6,34.1,16,17.5,16.6,43.7,60.1,50.8,34,46.4,40.2,25.8,23.8,24.8,59.8,70.2,65,88,NA,NA,NA,NA,NA,NA,12.463,1.15,448.472,1578,14.91465219
"92","FIN",2012,137.5,3323,116.4,31.7,100.9,49.3,32.9,42.3,38.7,19.1,30.3,9.3,544,14.3,14,20.9,17,14.9,20.5,10.9,27.4,41.7,33.5,15.7,16.1,15.8,43.1,57.8,49.4,28.5,44.7,36.5,21.5,21.5,21.5,50,66.2,58,82.4,NA,NA,NA,NA,NA,NA,12.158,1.165,460.321,1568,14.89214437
"93","FIN",2013,140.3,3368,117.7,31.7,95.2,50.1,34.9,43.5,38,20.7,30.6,9.1,1286,13.3,13.2,19.1,15.8,10.2,12.1,8.8,29.1,40.9,34.2,14.4,17.4,15.7,43.5,58.3,49.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.8,NA,NA,NA,NA,NA,NA,12.014,1.178,472.552,1560,14.88622888
"94","FIN",2014,142.1,3320,118,40.2,68.1,51.3,34.3,44.1,40.6,19.6,31.7,8.8,824,14.1,14,17.2,15.4,13.1,11.3,14.2,27.5,42.2,33.8,17.7,18.9,18.3,45.2,61.1,52.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.9,NA,NA,NA,NA,NA,NA,11.811,1.155,467.219,1558,14.86561525
"95","FIN",2015,140.7,3333,118.2,40.3,70.5,48.2,31.3,39.7,42.2,22.3,32.3,8.5,918,NA,14.5,18.7,17.4,15.8,16,15.6,31.4,43.5,37.3,18.9,18.7,18.8,50.3,62.2,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5,NA,NA,NA,NA,NA,NA,12.136,1.171,484.533,1555,14.84323565
"96","FIN",2016,140.8,3339,117.6,40.3,71,50,35,43,40,21,31,8.4,663,NA,15,16,15,14,11,16,31,43,37,17,21,19,48,64,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,84,4.2,5.2,6.1,4.4,6.5,8.3,12.574,1.179,515.994,1555,14.8228615
"97","FIN",2017,139.6,3337,118.2,40.4,70.4,55,33,44,41,18,30,8.4,829,NA,12,15,13,NA,NA,NA,30,45,38,20,19,19,49,64,57,35.8,45.8,40.8,27.5,26.1,26.8,63.2,71.9,67.6,82.2,4.9,3.4,2,1.8,2.3,2.9,12.24,1.117,515.952,1549,NA
"98","FIN",2018,143.2,3343,118,41.3,71.2,55,40,47,51,29,40,8.4,734,NA,13,15,14,NA,NA,NA,29,42,35,20,21,20,48,62,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.7,NA,NA,NA,1.2,2.2,3.1,12.396,1.12,542.777,1546,NA
"99","FRA",2005,162.9,3538,111.3,41.7,112.1,NA,NA,NA,NA,NA,NA,12.9,1297.1,NA,23.2,32,27.5,39.1,42.8,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104.2,NA,NA,NA,NA,NA,NA,17.568,1.795,573.537,1532,15.95087872
"100","FRA",2006,162.9,3513,111,37.9,110.9,NA,NA,NA,NA,NA,NA,13.1,1306.5,13.8,NA,NA,NA,NA,NA,NA,21.2,32,26.5,10.4,10.5,10.5,31.6,42.5,37,23.8,41,32,17.6,16.1,17,41.4,57.1,49,97.6,NA,NA,NA,NA,NA,NA,16.882,1.753,581.1,1515,15.94258465
"101","FRA",2007,160.4,3466,110.6,37.3,116.2,NA,NA,NA,NA,NA,NA,12.9,1277.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.2,NA,NA,NA,NA,NA,NA,16.566,1.709,594.09,1537,15.93024435
"102","FRA",2008,167.3,3551,112.6,36.3,115.3,NA,NA,NA,NA,NA,NA,12.5,1245.8,13,NA,NA,NA,30,33.4,26.7,22.3,32.2,27,12.7,11.7,12.2,35,43.9,39.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.8,NA,NA,NA,NA,NA,NA,16.263,1.708,606.492,1543,15.91230967
"103","FRA",2009,165.1,3530,111.2,40.4,116,NA,NA,NA,NA,NA,NA,12.6,1265.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.6,NA,NA,NA,NA,NA,NA,15.71,1.773,610.761,1531,15.9075256
"104","FRA",2010,163.5,3536,113.2,38,113,NA,NA,NA,NA,NA,NA,12.3,1261.3,14.8,26.6,33.1,29.7,33.4,40.7,26.2,23.3,37.6,29.9,13.4,12.4,12.9,36.7,49.9,42.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.1,NA,NA,NA,NA,NA,NA,15.368,1.725,621.946,1540,15.89610236
"105","FRA",2011,161.4,3514,111.8,37.7,113.9,NA,NA,NA,NA,NA,NA,12.4,1246.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.5,NA,NA,NA,NA,NA,NA,14.966,1.674,622.837,1546,15.87035223
"106","FRA",2012,157.7,3460,111.3,38,107.9,59.5,48.1,54.2,55.1,43.4,49.7,12.2,1198.8,13.6,NA,NA,NA,27.9,31.4,24.3,24.6,36.1,29.9,14.6,14.5,14.5,39.2,50.6,44.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3,NA,NA,NA,NA,NA,NA,14.416,1.629,619.827,1541,15.84041581
"107","FRA",2013,159.2,3482,110.5,39.2,114.3,NA,NA,NA,NA,NA,NA,11.6,1120.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.3,NA,NA,NA,NA,NA,NA,13.827,1.579,629.082,1526,15.82819081
"108","FRA",2014,149.3,3411,107.1,37.3,80.2,63.3,51.4,57.6,61.2,48.5,55.1,12,1028,13.5,24.4,32.9,28.5,37.2,42.6,31.8,25.1,37,30.8,15.3,15.3,15.3,40.4,52.3,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.8,NA,NA,NA,2.3,2.9,3.5,13.547,1.564,627.314,1518,15.79035076
"109","FRA",2015,148.6,3488,108.9,38.6,78.6,NA,NA,NA,NA,NA,NA,11.9,NA,NA,25.8,33.1,29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.8,37.1,32,17.4,16.8,17,44.2,53.9,49,93.2,NA,NA,NA,NA,NA,NA,13.284,1.521,620.37,1519,15.75891609
"110","FRA",2016,149.6,3532,109.6,38.7,91.8,NA,NA,NA,NA,NA,NA,11.7,1022,NA,26,33,29.4,36.7,44.2,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.7,NA,NA,NA,1.9,2.5,3,12.93,1.483,636.451,1522,15.73401006
"111","FRA",2017,149.1,3510,109.4,38.8,93.9,NA,NA,NA,NA,NA,NA,11.7,994,13.3,24.2,29.8,26.9,32,35.3,28.8,25.6,36.2,30.7,15,15.8,15.4,40.6,52,46.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.8,NA,NA,NA,2.1,2.7,3.2,12.693,1.438,634.006,1508,NA
"112","FRA",2018,150.2,3502,108.3,42.6,82.9,NA,NA,NA,NA,NA,NA,11.6,905,13,22.9,28.2,25.4,31,33.2,28.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.1,NA,NA,NA,3,3.8,4.5,12.357,1.384,634.662,1514,NA
"113","DEU",2005,139,3450,97,50.9,87.1,NA,NA,NA,NA,NA,NA,11.7,1978,NA,18.8,27.9,23.2,26.2,29.1,23.3,28.7,43.5,36,12.8,14.4,13.6,41.5,57.9,49.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2,NA,NA,NA,NA,NA,NA,15.1,1.557,517.924,1432.4,14.82421497
"114","DEU",2006,140.7,3466,99.2,48.2,84.3,NA,NA,NA,NA,NA,NA,11.8,1836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88,NA,NA,NA,NA,NA,NA,14.955,1.522,533.009,1453.2,14.82364042
"115","DEU",2007,146,3527,102.5,46.1,83.1,NA,NA,NA,NA,NA,NA,11.5,1841,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.6,NA,NA,NA,NA,NA,NA,15.299,1.538,573.481,1454.1,14.82253778
"116","DEU",2008,144.1,3517,101.3,49.5,81.1,NA,NA,NA,NA,NA,NA,11.4,1745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.6,16.1,15.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.9,NA,NA,NA,NA,NA,NA,15.321,1.571,605.934,1447.3,14.81735425
"117","DEU",2009,142.8,3515,102.6,48.1,81.6,53.8,37.2,45.8,71.5,52.5,62.3,11.2,1715,14.7,17.6,26.4,21.9,22.4,25,19.6,29.1,44.4,36.7,13.8,15.7,14.7,42.9,60.1,51.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.7,NA,NA,NA,NA,NA,NA,15.196,1.708,632.991,1405,14.81801372
"118","DEU",2010,144.1,3504,101.9,49.9,78.7,49.3,31.2,40.5,70.8,50.3,60.8,11.6,1694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,14.973,1.661,662.575,1425.7,14.81794024
"119","DEU",2011,145.7,3538,103.2,48.7,88.2,NA,NA,NA,NA,NA,NA,11.3,1785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.1,NA,NA,NA,NA,NA,NA,14.263,1.537,651.313,1426.9,14.8107239
"120","DEU",2012,144.3,3501,101.8,47.4,87.9,52.5,35.8,44.4,69.5,48.1,59.1,11.3,1692,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,43.8,36.4,23.9,23.3,23.6,52.9,67.1,60,96.9,NA,NA,NA,NA,NA,NA,14.104,1.531,669.303,1408,14.8289557
"121","DEU",2013,141.9,3499,101.6,48.5,88.5,NA,NA,NA,NA,NA,NA,11.1,1634,NA,17.1,25.1,20.9,18.5,21.3,15.6,29.1,44.4,36.7,14.3,17.1,15.7,43.4,61.5,52.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,92.9,NA,NA,NA,NA,NA,NA,13.976,1.537,691.988,1396.5,14.83674107
"122","DEU",2014,142.2,3541,104.1,49,70.5,42.5,25.3,34.1,55.6,38.7,47.3,11.1,1625,15.3,NA,NA,NA,NA,NA,NA,27.1,41.7,34.3,16.1,16.7,16.4,43.2,58.5,50.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,NA,NA,NA,NA,NA,14.327,1.579,738.045,1400.4,14.82879866
"123","DEU",2015,143.7,3567,105.1,49.3,75.8,NA,NA,NA,NA,NA,NA,11.1,1613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.4,NA,NA,NA,NA,NA,NA,14.334,1.603,759.132,1401,14.83289407
"124","DEU",2016,145.1,3557,104.7,47.5,76.5,NA,NA,NA,NA,NA,NA,11,1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.8,NA,NA,NA,NA,NA,NA,14.402,1.618,816.693,1395.6,14.83323015
"125","DEU",2017,146.2,3542,104.1,46.5,70.7,NA,NA,NA,NA,NA,NA,10.9,1523,15.2,15.3,22.3,18.8,14.2,17,11.2,28.5,44,36.4,14.6,18.1,16.3,43.1,62.1,52.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.7,NA,NA,NA,NA,NA,NA,14.211,1.61,846.889,1389.1,NA
"126","DEU",2018,149.1,3554,105.4,44.2,78.1,NA,NA,NA,NA,NA,NA,10.9,1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.8,NA,NA,NA,NA,NA,NA,14.172,1.623,891.597,1386.9,NA
"127","GRC",2005,149.2,3593,114.5,34,171,NA,NA,NA,NA,NA,NA,9.2,3639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.8,NA,NA,NA,NA,NA,NA,24.944,2.136,547.175,2025,15.95418395
"128","GRC",2006,148.2,3485,113.6,28.6,151.9,NA,NA,NA,NA,NA,NA,8.7,3503,NA,30.8,49.9,40,NA,NA,NA,34.9,48.1,41.3,18.3,14.3,16.4,53.2,62.4,57.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,237.9,NA,NA,NA,NA,NA,NA,26.709,2.206,614.639,2015,15.9446887
"129","GRC",2007,149.3,3511,115.1,31.4,158.1,NA,NA,NA,NA,NA,NA,8.9,3674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241.6,NA,NA,NA,NA,NA,NA,26.848,2.255,650.834,2001,15.93400841
"130","GRC",2008,152.5,3519,111.9,31.1,140.3,NA,NA,NA,NA,NA,NA,8.7,3144,NA,33.5,46.3,39.7,NA,NA,NA,34.8,47.2,40.7,17.6,17.6,17.6,52.4,64.9,58.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,230.5,NA,NA,NA,NA,NA,NA,27.566,2.433,734.77,1997,15.92478934
"131","GRC",2009,153.9,3505,113.3,27.6,145.8,65.2,62.2,63.8,62.3,58.9,60.7,8.3,2014,21.1,26.1,38,31.9,24.9,26.7,23.2,31.7,45.6,38.5,17.3,17.3,17.3,49,62.9,55.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,246.3,NA,NA,NA,NA,NA,NA,27.349,2.573,749.5,1973,15.90606808
